Date,SPY,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2010-01-04,85.0279312133789,12.069950103759766,17.3810977935791,8.988354682922363,20.98158073425293,9.390443801879883,17.347869873046875,8.948221206665039,24.083452224731445,12.333345413208008
2010-01-05,85.25302124023438,12.108981132507324,17.52295684814453,9.153557777404785,21.05567169189453,9.378338813781738,17.35437774658203,8.841693878173828,23.847265243530273,12.378568649291992
2010-01-06,85.31304168701172,12.314754486083984,17.732797622680664,9.171915054321289,21.100126266479492,9.273415565490723,17.34136962890625,8.893516540527344,24.091075897216797,12.395009994506836
2010-01-07,85.67315673828125,12.218962669372559,17.706192016601562,9.367711067199707,21.329792022705078,9.237100601196289,17.34136962890625,8.853215217590332,24.174875259399414,12.497784614562988
2010-01-08,85.95829772949219,12.389260292053223,17.821455001831055,9.312646865844727,21.67059326171875,9.297626495361328,17.28282928466797,8.844571113586426,24.212966918945312,12.493675231933594
2010-01-11,86.07835388183594,12.321852684020996,17.797819137573242,9.31876277923584,21.907672882080078,9.261308670043945,17.328353881835938,8.9367036819458,24.350112915039062,12.469009399414062
2010-01-12,85.27555084228516,12.087692260742188,17.540687561035156,9.184154510498047,21.729869842529297,9.160423278808594,17.42593002319336,8.899276733398438,24.174875259399414,12.308680534362793
2010-01-13,85.99581146240234,12.22960376739502,17.605709075927734,9.288167953491211,21.81877326965332,9.249202728271484,17.549524307250977,8.99716567993164,24.494863510131836,12.448451042175293
2010-01-14,86.2283935546875,12.080596923828125,17.655948638916016,9.331000328063965,21.81877326965332,9.273415565490723,17.497482299804688,8.956855773925781,24.7158203125,12.448451042175293
2010-01-15,85.26053619384766,11.991899490356445,17.514083862304688,9.141321182250977,21.53723907470703,9.144285202026367,17.412918090820312,8.899276733398438,24.54820442199707,12.325118064880371
2010-01-19,86.3259048461914,12.183486938476562,17.673683166503906,9.257580757141113,21.774314880371094,9.301663398742676,17.516996383666992,9.002922058105469,25.142480850219727,12.489563941955566
2010-01-20,85.44810485839844,11.967066764831543,17.398822784423828,9.233102798461914,21.440916061401367,9.152352333068848,17.386899948120117,8.907913208007812,24.92915153503418,12.321008682250977
2010-01-21,83.80501556396484,11.449070930480957,17.044174194335938,8.970002174377441,20.944541931152344,9.055503845214844,17.139724731445312,8.778352737426758,24.388206481933594,12.164785385131836
2010-01-22,81.93685913085938,11.222003936767578,16.639266967773438,8.676299095153809,20.625965118408203,8.740740776062012,17.1007022857666,8.585453033447266,24.121543884277344,11.930456161499023
2010-01-25,82.35694885253906,11.3213472366333,16.74862289428711,8.725250244140625,20.759321212768555,8.813377380371094,17.133220672607422,8.643035888671875,24.121543884277344,11.992121696472168
2010-01-26,82.0118637084961,11.161690711975098,16.642227172851562,8.572284698486328,20.67041015625,8.789163589477539,17.11370849609375,8.677582740783691,23.984407424926758,12.008561134338379
2010-01-27,82.40200805664062,11.065893173217773,16.57720375061035,8.780319213867188,20.72968101501465,8.861802101135254,17.15273666381836,8.620006561279297,24.152019500732422,12.029120445251465
2010-01-28,81.4566650390625,10.867216110229492,16.402833938598633,8.737486839294434,20.492605209350586,8.607572555541992,17.107206344604492,8.553789138793945,23.99964714050293,11.959228515625
2010-01-29,80.57136535644531,10.693367958068848,16.10728645324707,8.676299095153809,20.285152435302734,8.458260536193848,17.042158126831055,8.501957893371582,23.832019805908203,11.885231018066406
2010-02-01,81.8243179321289,11.119115829467773,16.639266967773438,8.823152542114258,20.588916778564453,8.555112838745117,17.1722469329834,8.55666446685791,23.96916961669922,12.037343978881836
2010-02-02,82.81465911865234,11.154597282409668,16.85797882080078,8.908814430236816,20.98158073425293,8.639856338500977,17.41942024230957,8.625762939453125,24.46438980102539,12.20589828491211
2010-02-03,82.40200805664062,11.026872634887695,16.71315574645996,8.81091594696045,20.85563087463379,8.66003131866455,17.29584312438965,8.565301895141602,24.13677978515625,12.214118957519531
2010-02-04,79.85858154296875,10.615314483642578,16.02748680114746,8.431557655334473,20.240713119506836,8.41790771484375,16.944583892822266,8.340730667114258,23.527271270751953,11.860564231872559
2010-02-05,80.02365112304688,10.813997268676758,16.030445098876953,8.529455184936523,20.151798248291016,8.50265121459961,16.899057388305664,8.326336860656738,23.489168167114258,11.827678680419922
2010-02-08,79.44596099853516,10.640151977539062,15.882671356201172,8.358129501342773,19.92953872680664,8.466327667236328,16.87954330444336,8.231328964233398,23.374893188476562,11.753674507141113
2010-02-09,80.44383239746094,10.899142265319824,16.216636657714844,8.443788528442383,20.314802169799805,8.538969039916992,17.081188201904297,8.314820289611816,23.557743072509766,11.93456745147705
2010-02-10,80.28626251220703,10.824639320373535,16.148658752441406,8.51109790802002,20.285152435302734,8.514756202697754,17.061668395996094,8.27739429473877,23.412981033325195,11.885231018066406
2010-02-11,81.1265640258789,11.009129524230957,16.42351722717285,8.529455184936523,20.588916778564453,8.603536605834961,17.198272705078125,8.326336860656738,23.572982788085938,12.02501106262207
2010-02-12,81.05901336669922,10.98784065246582,16.429426193237305,8.535571098327637,20.425926208496094,8.61967658996582,17.198272705078125,8.294661521911621,23.519638061523438,12.02501106262207
2010-02-16,82.33448791503906,11.264577865600586,16.81659698486328,8.713016510009766,20.907493591308594,8.748808860778809,17.373889923095703,8.438620567321777,23.725360870361328,12.218231201171875
2010-02-17,82.7246322631836,11.271675109863281,16.792953491210938,8.743608474731445,21.085304260253906,8.773022651672363,17.497482299804688,8.404067993164062,23.908214569091797,12.316893577575684
2010-02-18,83.21231842041016,11.392305374145508,16.88753318786621,8.798675537109375,21.277931213378906,8.829521179199219,17.60155487060547,8.450135231018066,24.022497177124023,12.395009994506836
2010-02-19,83.3848648071289,11.456168174743652,16.952545166015625,8.847624778747559,21.381650924682617,8.805306434631348,17.640579223632812,8.568177223205566,24.022497177124023,12.423789024353027
2010-02-22,83.39984893798828,11.406496047973633,16.719074249267578,8.963879585266113,21.39647102355957,8.789163589477539,17.640579223632812,8.522114753723145,23.953927993774414,12.419679641723633
2010-02-23,82.38700866699219,11.225549697875977,16.441255569458008,8.798675537109375,21.122343063354492,8.680211067199707,17.543010711669922,8.464532852172852,23.725360870361328,12.345675468444824
2010-02-24,83.14476776123047,11.19716739654541,16.544689178466797,8.95164680480957,21.337196350097656,8.764951705932617,17.653594970703125,8.47316837310791,23.900590896606445,12.506014823913574
2010-02-25,83.03223419189453,11.172332763671875,16.553565979003906,8.927165031433105,21.28533172607422,8.740740776062012,17.666603088378906,8.455896377563477,23.915830612182617,12.526564598083496
2010-02-26,83.08474731445312,11.175883293151855,16.59198760986328,8.982237815856934,21.366838455200195,8.752845764160156,17.58204460144043,8.389678955078125,23.923458099365234,12.547120094299316
2010-03-01,83.94755554199219,11.346182823181152,16.74566650390625,9.0067138671875,21.64836883544922,8.865837097167969,17.705617904663086,8.510597229003906,24.152019500732422,12.744454383850098
2010-03-02,84.18013763427734,11.441976547241211,16.884572982788086,9.03730297088623,21.685409545898438,8.853734970092773,17.77066421508789,8.536508560180664,24.23582649230957,12.678672790527344
2010-03-03,84.25518798828125,11.541316986083984,16.95846176147461,9.043424606323242,21.71504783630371,8.857769012451172,17.777179718017578,8.522114753723145,24.13677978515625,12.715677261352539
2010-03-04,84.51025390625,11.619368553161621,16.869796752929688,9.135205268859863,21.81877326965332,8.894086837768555,17.83572769165039,8.539387702941895,24.060596466064453,12.830782890319824
2010-03-05,85.71819305419922,11.76838493347168,17.186031341552734,9.312646865844727,22.15216636657715,9.003043174743652,17.946300506591797,8.625762939453125,24.395824432373047,13.069231986999512
2010-03-08,85.73320007324219,11.76838493347168,17.159435272216797,9.331000328063965,22.048442840576172,9.051467895507812,17.881258010864258,8.625762939453125,24.251060485839844,13.102120399475098
2010-03-09,85.87574768066406,11.693878173828125,17.159435272216797,9.361598014831543,22.22625160217285,9.091818809509277,17.855236053466797,8.614243507385254,24.23582649230957,13.081565856933594
2010-03-10,86.2583999633789,11.697422981262207,17.310161590576172,9.465614318847656,22.27069854736328,9.152352333068848,17.829219818115234,8.617121696472168,24.251060485839844,13.110343933105469
